movie_code,imdb_score,imdb_score_class
1463,6.1,Good
1464,6.1,Good
1465,6.6,Good
1466,5.9,Fair
1467,6.3,Good
1468,7.1,Good
1469,5,Fair
1470,5.6,Fair
1471,7.4,Good
1472,4.5,Fair
1473,6.2,Good
1474,5,Fair
1475,6.5,Good
1476,5.1,Fair
1477,6.5,Good
1478,6.2,Good
1479,6.3,Good
1480,3.8,Bad
1481,5.2,Fair
1482,6,Fair
1483,6.2,Good
1484,5.7,Fair
1485,6.7,Good
1486,6.8,Good
1487,6,Fair
1488,7.3,Good
1489,5.5,Fair
1490,6.7,Good
1491,4.8,Fair
1492,5.7,Fair
1493,5.1,Fair
1494,6,Fair
1495,4.2,Fair
1496,7.4,Good
1497,4.6,Fair
1498,6.9,Good
1499,8.6,Excellent
1500,6.9,Good
1501,8,Good
1502,6.4,Good
1503,6.3,Good
1504,8.4,Excellent
1505,7.1,Good
1506,6.8,Good
1507,7.5,Good
1508,4.5,Fair
1509,5.7,Fair
1510,7.2,Good
1511,6.8,Good
1512,5.4,Fair
1513,7.2,Good
1514,7.3,Good
1515,5.2,Fair
1516,5.5,Fair
1517,7.7,Good
1518,7.1,Good
1519,5.3,Fair
1520,5.6,Fair
1521,5.7,Fair
1522,7.1,Good
1523,7.5,Good
1524,7.6,Good
1525,5.5,Fair
1526,5.1,Fair
1527,6.3,Good
1528,4.9,Fair
1529,6.5,Good
1530,5.6,Fair
1531,5.3,Fair
1532,6.5,Good
1533,6.8,Good
1534,6.5,Good
1535,6,Fair
1536,8.4,Excellent
1537,6,Fair
1538,7.6,Good
1539,5.6,Fair
1540,6.9,Good
1541,6.4,Good
1542,5.1,Fair
1543,7,Good
1544,5.7,Fair
1545,6.8,Good
1546,6.7,Good
1547,6.2,Good
1548,7.2,Good
1549,6.2,Good
1550,5.6,Fair
1551,4.4,Fair
1552,7.5,Good
1553,7.1,Good
1554,6.4,Good
1555,7.1,Good
1556,5.9,Fair
1557,6.9,Good
1558,7.5,Good
1559,6.3,Good
1560,6.4,Good
1561,5.9,Fair
1562,6.8,Good
1563,6.3,Good
1564,3.6,Bad
1565,5.3,Fair
1566,5.9,Fair
1567,6.9,Good
1568,6.9,Good
1569,6.1,Good
1570,5.7,Fair
1571,8.5,Excellent
1572,6.3,Good
1573,7.3,Good
1574,6.3,Good
1575,7.2,Good
1576,7.3,Good
1577,6.3,Good
1578,8.1,Excellent
1579,6.9,Good
1580,6.3,Good
1581,7.3,Good
1582,5.5,Fair
1583,6.1,Good
1584,6.9,Good
1585,7.2,Good
1586,6.4,Good
1587,6.4,Good
1588,8.3,Excellent
1589,7.2,Good
1590,6.8,Good
1591,6.5,Good
1592,7.8,Good
1593,7.6,Good
1594,7.2,Good
1595,6.7,Good
1596,6.8,Good
1597,6.3,Good
1598,6.2,Good
1599,6.2,Good
1600,8.6,Excellent
1601,8,Good
1602,7,Good
1603,8,Good
1604,8.1,Excellent
1605,6.7,Good
1606,7.9,Good
1607,6.1,Good
1608,4.2,Fair
1609,6.1,Good
1610,6.6,Good
1611,7.5,Good
1612,7.4,Good
1613,7.2,Good
1614,6.9,Good
1615,7.4,Good
1616,5.4,Fair
1617,6.8,Good
1618,6.3,Good
1619,7.2,Good
1620,8.7,Excellent
1621,6.9,Good
1622,6,Fair
1623,5.9,Fair
1624,5.4,Fair
1625,5.9,Fair
1626,6.1,Good
1627,7.7,Good
1628,5.8,Fair
1629,7.6,Good
1630,6.1,Good
1631,5.4,Fair
1632,5.1,Fair
1633,6.4,Good
1634,6.3,Good
1635,7.5,Good
1636,7.1,Good
1637,5.2,Fair
1638,7.8,Good
1639,6.5,Good
1640,6.6,Good
1641,5.1,Fair
1642,7.4,Good
1643,7.2,Good
1644,7.6,Good
1645,7.5,Good
1646,6.6,Good
1647,7.2,Good
1648,7.6,Good
1649,6.2,Good
1650,5.6,Fair
1651,7.6,Good
1652,6.6,Good
1653,7,Good
1654,2.7,Bad
1655,7.6,Good
1656,6.6,Good
1657,6.9,Good
1658,6.8,Good
1659,7.5,Good
1660,3.7,Bad
1661,6.1,Good
1662,5.9,Fair
1663,6.7,Good
1664,8.5,Excellent
1665,6.9,Good
1666,5.5,Fair
1667,7.1,Good
1668,7.1,Good
1669,5.9,Fair
1670,7.3,Good
1671,3.4,Bad
1672,6.8,Good
1673,6.9,Good
1674,7,Good
1675,5.5,Fair
1676,5.1,Fair
1677,6.2,Good
1678,5.9,Fair
1679,5.2,Fair
1680,6.2,Good
1681,5.5,Fair
1682,7.4,Good
1683,4.4,Fair
1684,6.3,Good
1685,6.1,Good
1686,5.3,Fair
1687,5.4,Fair
1688,6.7,Good
1689,5.9,Fair
1690,7.3,Good
1691,5.5,Fair
1692,5.8,Fair
1693,4.6,Fair
1694,6.7,Good
1695,5.1,Fair
1696,5.6,Fair
1697,7,Good
1698,6.4,Good
1699,6.7,Good
1700,4.1,Fair
1701,5.5,Fair
1702,2.7,Bad
1703,6.4,Good
1704,4.8,Fair
1705,6.1,Good
1706,4.8,Fair
1707,7,Good
1708,6.8,Good
1709,7.3,Good
1710,8.2,Excellent
1711,5.6,Fair
1712,6.1,Good
1713,7.9,Good
1714,8.4,Excellent
1715,6.5,Good
1716,7.1,Good
1717,6.6,Good
1718,4,Bad
1719,7,Good
1720,5.6,Fair
1721,4.8,Fair
1722,7.5,Good
1723,6,Fair
1724,7.2,Good
1725,5.6,Fair
1726,6.8,Good
1727,4.9,Fair
1728,7.1,Good
1729,2,Bad
1730,5.7,Fair
1731,4.1,Fair
1732,6.7,Good
1733,7.5,Good
1734,6.5,Good
1735,7.9,Good
1736,7.6,Good
1737,6.4,Good
1738,5.8,Fair
1739,7.7,Good
1740,7.1,Good
1741,5.3,Fair
1742,5.3,Fair
1743,7.5,Good
1744,6.9,Good
1745,4.9,Fair
1746,7.1,Good
1747,8,Good
1748,7.9,Good
1749,7.6,Good
1750,5.9,Fair
1751,6.3,Good
1752,7.1,Good
1753,6.4,Good
1754,8.2,Excellent
1755,6.9,Good
1756,7.8,Good
1757,6.7,Good
1758,7.5,Good
1759,7.4,Good
1760,5.2,Fair
1761,6.5,Good
1762,7.6,Good
1763,7.3,Good
1764,6.6,Good
1765,6.8,Good
1766,6.9,Good
1767,5.8,Fair
1768,6.6,Good
1769,6.7,Good
1770,6.7,Good
1771,6.3,Good
1772,7.7,Good
1773,6.1,Good
1774,4.9,Fair
1775,6.2,Good
1776,7.8,Good
1777,8.2,Excellent
1778,6.9,Good
1779,6.2,Good
1780,6.9,Good
1781,4.8,Fair
1782,8,Good
1783,5.3,Fair
1784,6.7,Good
1785,5.4,Fair
1786,5.4,Fair
1787,4.9,Fair
1788,6.1,Good
1789,5.8,Fair
1790,7,Good
1791,6.5,Good
1792,6.6,Good
1793,6.1,Good
1794,5.7,Fair
1795,6.6,Good
1796,7,Good
1797,7.4,Good
1798,5.3,Fair
1799,7.4,Good
1800,7.4,Good
1801,6.8,Good
1802,7.9,Good
1803,7.2,Good
1804,6,Fair
1805,7.8,Good
1806,6.6,Good
1807,7.9,Good
1808,6.2,Good
1809,5.7,Fair
1810,7.1,Good
1811,5.6,Fair
1812,7.8,Good
1813,7.9,Good
1814,6.9,Good
1815,7.4,Good
1816,7.7,Good
1817,6.9,Good
1818,8.7,Excellent
1819,6.7,Good
1820,6,Fair
1821,6.2,Good
1822,5.9,Fair
1823,6.8,Good
1824,3.6,Bad
1825,6.7,Good
1826,6.3,Good
1827,6.4,Good
1828,6.4,Good
1829,5.7,Fair
1830,6.2,Good
1831,6.6,Good
1832,5.2,Fair
1833,6.1,Good
1834,7.1,Good
1835,7.2,Good
1836,6.5,Good
1837,6,Fair
1838,7,Good
1839,7,Good
1840,7.5,Good
1841,6.6,Good
1842,8.8,Excellent
1843,7.4,Good
1844,6.5,Good
1845,6.2,Good
1846,7.8,Good
1847,5.2,Fair
1848,6.5,Good
1849,6.5,Good
1850,5.2,Fair
1851,7.2,Good
1852,7.1,Good
1853,4.5,Fair
1854,5.7,Fair
1855,6,Fair
1856,6.4,Good
1857,5.2,Fair
1858,4.3,Fair
1859,6.1,Good
1860,6.3,Good
1861,6.8,Good
1862,4,Bad
1863,5.2,Fair
1864,6.5,Good
1865,7.5,Good
1866,7.1,Good
1867,6.9,Good
1868,8,Good
1869,8.2,Excellent
1870,6.4,Good
1871,7.9,Good
1872,6.7,Good
1873,6.1,Good
1874,8.9,Excellent
1875,8.1,Excellent
1876,6.2,Good
1877,4.9,Fair
1878,5.4,Fair
1879,5.8,Fair
1880,4.7,Fair
1881,6,Fair
1882,7,Good
1883,6,Fair
1884,7.9,Good
1885,8.1,Excellent
1886,6.2,Good
1887,6.7,Good
1888,7.3,Good
1889,4.6,Fair
1890,6.1,Good
1891,6.2,Good
1892,7.8,Good
1893,6.1,Good
1894,7.6,Good
1895,5.8,Fair
1896,6.5,Good
1897,7.2,Good
1898,7.8,Good
1899,4.7,Fair
1900,6.8,Good
1901,5.9,Fair
1902,7.2,Good
1903,8.7,Excellent
1904,5,Fair
1905,6.6,Good
1906,8.3,Excellent
1907,6.7,Good
1908,7.8,Good
1909,6.5,Good
1910,6.1,Good
1911,8.1,Excellent
1912,5.2,Fair
1913,5.6,Fair
1914,5.8,Fair
1915,6.6,Good
1916,6.6,Good
1917,5.5,Fair
1918,5.5,Fair
1919,7,Good
1920,6.5,Good
1921,5.8,Fair
1922,5.6,Fair
1923,5.6,Fair
1924,5.8,Fair
1925,7.6,Good
1926,6.4,Good
1927,6.3,Good
1928,4.6,Fair
1929,6.5,Good
1930,7.5,Good
1931,7.5,Good
1932,5.3,Fair
1933,7.5,Good
1934,3.3,Bad
1935,5.7,Fair
1936,3.5,Bad
1937,9.3,Excellent
1938,4.8,Fair
1939,6.9,Good
1940,6,Fair
1941,7.3,Good
1942,6,Fair
1943,6.6,Good
1944,7.5,Good
1945,6.9,Good
1946,6.8,Good
1947,8.3,Excellent
1948,6.3,Good
1949,6.4,Good
1950,5.6,Fair
1951,6.3,Good
1952,7.3,Good
1953,6.6,Good
1954,4.6,Fair
1955,5.1,Fair
1956,5.6,Fair
1957,5.3,Fair
1958,7.5,Good
1959,5.6,Fair
1960,5.9,Fair
1961,4.7,Fair
1962,4.8,Fair
1963,6.8,Good
1964,5.4,Fair
1965,5.1,Fair
1966,7,Good
1967,6.7,Good
1968,4,Bad
1969,7.3,Good
1970,6.8,Good
1971,6.1,Good
1972,7.2,Good
1973,7,Good
1974,7.1,Good
1975,6.9,Good
1976,7.3,Good
1977,6.3,Good
1978,8.2,Excellent
1979,7.1,Good
1980,7.7,Good
1981,6.5,Good
1982,4.9,Fair
1983,6.4,Good
1984,5.9,Fair
1985,6.2,Good
1986,5.8,Fair
1987,6.7,Good
1988,5.9,Fair
1989,7.3,Good
1990,4.8,Fair
1991,4.1,Fair
1992,4.9,Fair
1993,7.9,Good
1994,5.6,Fair
1995,5.2,Fair
1996,4.1,Fair
1997,6.6,Good
1998,2.9,Bad
1999,7.2,Good
2000,6.5,Good
2001,6.8,Good
2002,7.2,Good
2003,6.8,Good
2004,7.8,Good
2005,6.7,Good
2006,6.1,Good
2007,7.1,Good
2008,5.7,Fair
2009,2.9,Bad
2010,5.2,Fair
2011,5.3,Fair
2012,6.2,Good
2013,7.3,Good
2014,6.5,Good
2015,4.1,Fair
2016,7.7,Good
2017,6.1,Good
2018,7.3,Good
2019,7.2,Good
2020,5.3,Fair
2021,6.1,Good
2022,5.8,Fair
2023,5.7,Fair
2024,6.7,Good
2025,6.5,Good
2026,7.2,Good
2027,7.6,Good
2028,4.6,Fair
2029,6.9,Good
2030,6.6,Good
2031,6.3,Good
2032,6.2,Good
2033,5.3,Fair
2034,7.3,Good
2035,5.6,Fair
2036,6.2,Good
2037,5.2,Fair
2038,5.3,Fair
2039,5.4,Fair
2040,4.9,Fair
2041,5.5,Fair
2042,6.7,Good
2043,3.9,Bad
2044,7.2,Good
2045,5.1,Fair
2046,6.5,Good
2047,8.2,Excellent
2048,7.7,Good
2049,7.2,Good
2050,6.1,Good
2051,8.8,Excellent
2052,6.8,Good
2053,6.8,Good
2054,6.7,Good
2055,7.1,Good
2056,7.1,Good
2057,6.1,Good
2058,8,Good
2059,7.5,Good
2060,6.6,Good
2061,5.4,Fair
2062,6.1,Good
2063,6.1,Good
2064,5.6,Fair
2065,5.8,Fair
2066,2.8,Bad
2067,6.7,Good
2068,5.1,Fair
2069,7.2,Good
2070,6,Fair
2071,7.2,Good
2072,6.7,Good
2073,6.3,Good
2074,6.2,Good
2075,6.8,Good
2076,6.2,Good
2077,6.9,Good
2078,6.8,Good
2079,7.1,Good
2080,7.1,Good
2081,7,Good
2082,7.1,Good
2083,6.4,Good
2084,7,Good
2085,6.2,Good
2086,7.5,Good
2087,4.8,Fair
2088,8.1,Excellent
2089,7.3,Good
2090,5.8,Fair
2091,7.6,Good
2092,5.6,Fair
2093,7,Good
2094,6.6,Good
2095,6.5,Good
2096,7.4,Good
2097,4.6,Fair
2098,6.4,Good
2099,6,Fair
2100,6.4,Good
2101,5.9,Fair
2102,6.4,Good
2103,6.6,Good
2104,6.9,Good
2105,6.9,Good
2106,5.8,Fair
2107,6.4,Good
2108,5.3,Fair
2109,6.5,Good
2110,5.7,Fair
2111,6.7,Good
2112,3.9,Bad
2113,4.1,Fair
2114,6.2,Good
2115,3.8,Bad
2116,5.1,Fair
2117,6.4,Good
2118,7.8,Good
2119,7.8,Good
2120,6.1,Good
2121,5.8,Fair
2122,6.3,Good
2123,7.7,Good
2124,5.4,Fair
2125,7.3,Good
2126,6.8,Good
2127,7.3,Good
2128,6.5,Good
2129,7.2,Good
2130,6.7,Good
2131,6.3,Good
2132,5.9,Fair
2133,7.8,Good
2134,7.4,Good
2135,4.8,Fair
2136,6.3,Good
2137,7.8,Good
2138,7.5,Good
2139,6,Fair
2140,6.8,Good
2141,6.6,Good
2142,4.6,Fair
2143,2.9,Bad
2144,7.1,Good
2145,6.1,Good
2146,6.7,Good
2147,7.1,Good
2148,5.8,Fair
2149,6.7,Good
2150,5.8,Fair
2151,6.8,Good
2152,8.5,Excellent
2153,6.6,Good
2154,7.7,Good
2155,4.7,Fair
2156,6.4,Good
2157,5.5,Fair
2158,8.6,Excellent
2159,7,Good
2160,7.1,Good
2161,5.7,Fair
2162,3.7,Bad
2163,7.5,Good
2164,4.6,Fair
2165,4.9,Fair
2166,6.9,Good
2167,7.1,Good
2168,5.8,Fair
2169,7,Good
2170,5.4,Fair
2171,7.3,Good
2172,7.1,Good
2173,5.8,Fair
2174,8.1,Excellent
2175,5.7,Fair
2176,4.4,Fair
2177,7.9,Good
2178,7.6,Good
2179,4.8,Fair
2180,7.8,Good
2181,6.7,Good
2182,2.7,Bad
2183,5.8,Fair
2184,7.5,Good
2185,5.4,Fair
2186,4.1,Fair
2187,5.9,Fair
2188,6.3,Good
2189,7,Good
2190,6.8,Good
2191,3.5,Bad
2192,2.3,Bad
2193,6.9,Good
2194,8.1,Excellent
2195,6.1,Good
2196,5,Fair
2197,5.5,Fair
2198,6.2,Good
2199,6.2,Good
2200,5.9,Fair
2201,6.3,Good
2202,6.7,Good
2203,3.5,Bad
2204,7.5,Good
2205,6.6,Good
2206,7.5,Good
2207,7.2,Good
2208,4.8,Fair
2209,6.6,Good
2210,3.5,Bad
2211,6.7,Good
2212,7.6,Good
2213,6.3,Good
2214,5.5,Fair
2215,6.3,Good
2216,6.5,Good
2217,5.6,Fair
2218,6.9,Good
2219,7.6,Good
2220,3.9,Bad
2221,6.1,Good
2222,7.3,Good
2223,8.3,Excellent
2224,5.8,Fair
2225,6.8,Good
2226,7,Good
2227,5.9,Fair
2228,6.5,Good
2229,6.4,Good
2230,5.8,Fair
2231,5.1,Fair
2232,6.8,Good
2233,5.3,Fair
2234,5.3,Fair
2235,6.4,Good
2236,4.9,Fair
2237,6.8,Good
2238,7.1,Good
2239,6.8,Good
2240,6.1,Good
2241,7,Good
2242,8.5,Excellent
2243,5.9,Fair
2244,6.3,Good
2245,5.9,Fair
2246,5.4,Fair
2247,7,Good
2248,6.9,Good
2249,7.5,Good
2250,8.2,Excellent
2251,5.9,Fair
2252,5,Fair
2253,7.3,Good
2254,6.4,Good
2255,6.6,Good
2256,7.8,Good
2257,6.7,Good
2258,4,Bad
2259,7.6,Good
2260,7.7,Good
2261,5.8,Fair
2262,5.2,Fair
2263,5.6,Fair
2264,5.3,Fair
2265,7.4,Good
2266,6.6,Good
2267,6.2,Good
2268,1.9,Bad
2269,5.7,Fair
2270,6.6,Good
2271,6,Fair
2272,6.1,Good
2273,4.8,Fair
2274,6.2,Good
2275,7.5,Good
2276,6.3,Good
2277,7.1,Good
2278,6.6,Good
2279,6.1,Good
2280,6.7,Good
2281,5.6,Fair
2282,7.2,Good
2283,4.3,Fair
2284,6.4,Good
2285,7.1,Good
2286,6.3,Good
2287,7.4,Good
2288,6.1,Good
2289,6.6,Good
2290,6,Fair
2291,6.8,Good
2292,7.4,Good
2293,6.8,Good
2294,7.2,Good
2295,1.9,Bad
2296,5.5,Fair
2297,4.5,Fair
2298,6.3,Good
2299,7,Good
2300,6.7,Good
2301,2.8,Bad
2302,5,Fair
2303,7.5,Good
2304,4.3,Fair
2305,5.6,Fair
2306,6.2,Good
2307,5.3,Fair
2308,7.4,Good
2309,7.4,Good
2310,6.5,Good
2311,7.1,Good
2312,7.2,Good
2313,2.3,Bad
2314,6.4,Good
2315,6.1,Good
2316,7,Good
2317,6.5,Good
2318,7,Good
2319,7,Good
2320,4.9,Fair
2321,6.9,Good
2322,7.5,Good
2323,8.4,Excellent
2324,6.9,Good
2325,4.5,Fair
2326,7.4,Good
2327,7,Good
2328,2.8,Bad
2329,7.5,Good
2330,7.1,Good
2331,6.4,Good
2332,6.7,Good
2333,5.3,Fair
2334,6.9,Good
2335,6.2,Good
2336,6.3,Good
2337,6.4,Good
2338,6.5,Good
2339,6,Fair
2340,5.1,Fair
2341,5.5,Fair
2342,7.2,Good
2343,5.4,Fair
2344,5.7,Fair
2345,5.2,Fair
2346,6.2,Good
2347,6.7,Good
2348,5.8,Fair
2349,7,Good
2350,4.8,Fair
2351,7.2,Good
2352,5.6,Fair
2353,6.4,Good
2354,7.5,Good
2355,7.4,Good
2356,8,Good
2357,5.7,Fair
2358,6.8,Good
2359,5.9,Fair
2360,7.2,Good
2361,5.5,Fair
2362,8.4,Excellent
2363,8.5,Excellent
2364,5.6,Fair
2365,4.1,Fair
2366,5,Fair
2367,6.1,Good
2368,5.4,Fair
2369,7.1,Good
2370,6.6,Good
2371,3.6,Bad
2372,6.5,Good
2373,8.6,Excellent
2374,6.2,Good
2375,7,Good
2376,7.6,Good
2377,6.5,Good
2378,6.4,Good
2379,6.7,Good
2380,6.3,Good
2381,6.4,Good
2382,5.7,Fair
2383,6.3,Good
2384,7.8,Good
2385,6,Fair
2386,7.7,Good
2387,6.2,Good
2388,5.7,Fair
2389,7.7,Good
2390,6.4,Good
2391,6.4,Good
2392,6.9,Good
2393,7.3,Good
2394,7.3,Good
2395,6.2,Good
2396,6.6,Good
2397,6.7,Good
2398,5.7,Fair
2399,3.1,Bad
2400,6.3,Good
2401,5.7,Fair
2402,7.1,Good
2403,7,Good
2404,6.1,Good
2405,6.6,Good
2406,7.8,Good
2407,8.3,Excellent
2408,3.9,Bad
2409,7,Good
2410,6.7,Good
2411,7.3,Good
2412,7.5,Good
2413,6.3,Good
2414,7.8,Good
2415,7.3,Good
2416,7.6,Good
2417,5.3,Fair
2418,7.9,Good
2419,5.3,Fair
2420,6.8,Good
2421,7.1,Good
2422,7.2,Good
2423,5.8,Fair
2424,5.8,Fair
2425,8.3,Excellent
2426,5.6,Fair
2427,6.8,Good
2428,5,Fair
2429,7.6,Good
2430,6.7,Good
2431,6.7,Good
2432,5.7,Fair
2433,5.2,Fair
2434,7.5,Good
2435,7.2,Good
2436,5.3,Fair
2437,6.5,Good
2438,5,Fair
2439,6.1,Good
2440,7.4,Good
2441,4.4,Fair
2442,7.5,Good
2443,5.7,Fair
2444,5.5,Fair
2445,7.1,Good
2446,5.9,Fair
2447,6.7,Good
2448,7,Good
2449,7.9,Good
2450,6.9,Good
2451,7.3,Good
2452,7.3,Good
2453,3.5,Bad
2454,7.8,Good
2455,7.4,Good
2456,6.7,Good
2457,6.4,Good
2458,7.1,Good
2459,6.7,Good
2460,7.8,Good
2461,4,Bad
2462,5.9,Fair
2463,7.2,Good
2464,7.2,Good
2465,5.1,Fair
2466,7.7,Good
2467,5.5,Fair
2468,6.2,Good
2469,7.2,Good
2470,5.2,Fair
2471,6.7,Good
2472,6.3,Good
2473,5,Fair
2474,6.2,Good
2475,7.6,Good
2476,4.1,Fair
2477,5.3,Fair
2478,6.2,Good
2479,6.5,Good
2480,8.1,Excellent
2481,6.3,Good
2482,4.4,Fair
2483,4.6,Fair
2484,6,Fair
2485,7.6,Good
2486,8.4,Excellent
2487,7.9,Good
2488,5.6,Fair
2489,6.5,Good
2490,7.5,Good
2491,6.3,Good
2492,7.9,Good
2493,7.9,Good
2494,5.1,Fair
2495,6.7,Good
2496,6.7,Good
2497,5.6,Fair
2498,5.6,Fair
2499,6.8,Good
2500,6.2,Good
2501,5.6,Fair
2502,6.4,Good
2503,5.6,Fair
2504,7.4,Good
2505,4.9,Fair
2506,6,Fair
2507,7.2,Good
2508,4.9,Fair
2509,7.5,Good
2510,4.8,Fair
2511,3.1,Bad
2512,5.8,Fair
2513,6.7,Good
2514,6.8,Good
2515,6.5,Good
2516,5.9,Fair
2517,5.5,Fair
2518,3.6,Bad
2519,3.3,Bad
2520,7.4,Good
2521,6.7,Good
2522,3,Bad
2523,7.6,Good
2524,6.4,Good
2525,6.9,Good
2526,6.6,Good
2527,5.5,Fair
2528,6.6,Good
2529,5.2,Fair
2530,4.1,Fair
2531,6.8,Good
2532,6.5,Good
2533,7.6,Good
2534,7.4,Good
2535,7.7,Good
2536,7.1,Good
2537,6.3,Good
2538,7.6,Good
2539,8,Good
2540,7.3,Good
2541,7.6,Good
2542,7.8,Good
2543,6.5,Good
2544,6.4,Good
2545,8,Good
2546,4.8,Fair
2547,7.8,Good
2548,5.9,Fair
2549,5.4,Fair
2550,3.3,Bad
2551,8.2,Excellent
2552,6.6,Good
2553,5.4,Fair
2554,6.4,Good
2555,4.8,Fair
2556,5.9,Fair
2557,5.5,Fair
2558,7.9,Good
2559,4.9,Fair
2560,7.2,Good
2561,6.6,Good
2562,6.7,Good
2563,5.3,Fair
2564,7.2,Good
2565,5.1,Fair
2566,5.6,Fair
2567,7.6,Good
2568,3.1,Bad
2569,7.2,Good
2570,5.7,Fair
2571,5.2,Fair
2572,7.7,Good
2573,7,Good
2574,3.6,Bad
2575,4.9,Fair
2576,6,Fair
2577,6.6,Good
2578,6.8,Good
2579,7.2,Good
2580,7.2,Good
2581,2.8,Bad
2582,6.6,Good
2583,6.7,Good
2584,7,Good
2585,4.4,Fair
2586,7.1,Good
2587,6.2,Good
2588,7.3,Good
2589,5.1,Fair
2590,8.1,Excellent
2591,6.7,Good
2592,6.6,Good
2593,4.5,Fair
2594,8.1,Excellent
2595,6.6,Good
2596,6.5,Good
2597,5.9,Fair
2598,6.6,Good
2599,6.5,Good
2600,7.3,Good
2601,7.5,Good
2602,5.9,Fair
2603,7.4,Good
2604,6.9,Good
2605,7.9,Good
2606,8.4,Excellent
2607,8,Good
2608,6,Fair
2609,7.3,Good
2610,6.8,Good
2611,7.8,Good
2612,5.7,Fair
2613,6.1,Good
2614,8.1,Excellent
2615,6.1,Good
2616,7.5,Good
2617,6.2,Good
2618,6.2,Good
2619,7.9,Good
2620,7.4,Good
2621,6.6,Good
2622,7.3,Good
2623,7.5,Good
2624,5.6,Fair
2625,7.3,Good
2626,6.4,Good
2627,5,Fair
2628,5.4,Fair
2629,8.2,Excellent
2630,7.1,Good
2631,5.3,Fair
2632,6.5,Good
2633,6.2,Good
2634,6.4,Good
2635,7.2,Good
2636,6.9,Good
2637,5.7,Fair
2638,7.7,Good
2639,5.4,Fair
2640,5.6,Fair
2641,7.7,Good
2642,5.1,Fair
2643,6.8,Good
2644,8.4,Excellent
2645,4.9,Fair
2646,7.1,Good
2647,6.6,Good
2648,6.1,Good
2649,4.1,Fair
2650,5.8,Fair
2651,8.1,Excellent
2652,7.6,Good
2653,7.8,Good
2654,4.6,Fair
2655,6,Fair
2656,7,Good
2657,6.7,Good
2658,6.4,Good
2659,7.2,Good
2660,7.4,Good
2661,4.8,Fair
2662,4,Bad
2663,6.2,Good
2664,7.7,Good
2665,6.7,Good
2666,7.9,Good
2667,7.9,Good
2668,5.5,Fair
2669,6.2,Good
2670,5.1,Fair
2671,4.1,Fair
2672,6.7,Good
2673,4.7,Fair
2674,6.4,Good
2675,6.3,Good
2676,5.5,Fair
2677,7.3,Good
2678,6.3,Good
2679,4.9,Fair
2680,7.6,Good
2681,6,Fair
2682,6.2,Good
2683,6.8,Good
2684,4.5,Fair
2685,5.7,Fair
2686,8.4,Excellent
2687,4.6,Fair
2688,6.2,Good
2689,7,Good
2690,6.9,Good
2691,6.1,Good
2692,6.7,Good
2693,5.6,Fair
2694,6.6,Good
2695,6.4,Good
2696,2.8,Bad
2697,5.4,Fair
2698,5,Fair
2699,5.1,Fair
2700,8,Good
2701,5.9,Fair
2702,7.5,Good
2703,8.2,Excellent
2704,7,Good
2705,6.6,Good
2706,6.7,Good
2707,5.5,Fair
2708,4.9,Fair
2709,6.9,Good
2710,7.4,Good
2711,5.6,Fair
2712,8,Good
2713,5.3,Fair
2714,6.2,Good
2715,5.3,Fair
2716,6.6,Good
2717,7.2,Good
2718,4.6,Fair
2719,7.5,Good
2720,6.5,Good
2721,7.6,Good
2722,6.2,Good
2723,8,Good
2724,5.5,Fair
2725,6.3,Good
2726,7.2,Good
2727,7.9,Good
2728,6.7,Good
2729,5.3,Fair
2730,6.3,Good
2731,6.5,Good
2732,5.6,Fair
2733,7,Good
2734,8.3,Excellent
2735,7.2,Good
2736,6.8,Good
2737,6.4,Good
2738,6.9,Good
2739,8,Good
2740,6.2,Good
2741,6.4,Good
2742,5.6,Fair
2743,6.1,Good
2744,6,Fair
2745,5.1,Fair
2746,4.5,Fair
2747,5.9,Fair
2748,6,Fair
2749,5.8,Fair
2750,6.1,Good
2751,4.9,Fair
2752,5.7,Fair
2753,7.1,Good
2754,6.6,Good
2755,8.1,Excellent
2756,5.7,Fair
2757,6.8,Good
2758,7.5,Good
2759,6.2,Good
2760,8.3,Excellent
2761,7.4,Good
2762,8,Good
2763,6.9,Good
2764,6.9,Good
2765,9.5,Excellent
2766,5.5,Fair
2767,5.7,Fair
2768,7.2,Good
2769,6.9,Good
2770,5.5,Fair
2771,5.9,Fair
2772,7.7,Good
2773,5.2,Fair
2774,7.1,Good
2775,6.6,Good
2776,5.5,Fair
2777,7.7,Good
2778,5.4,Fair
2779,6.7,Good
2780,5,Fair
2781,6.4,Good
2782,6.6,Good
2783,5.9,Fair
2784,5.7,Fair
2785,4.5,Fair
2786,3.7,Bad
2787,5,Fair
2788,4.6,Fair
2789,6.5,Good
2790,4.9,Fair
2791,6,Fair
2792,6.9,Good
2793,5.7,Fair
2794,6.7,Good
2795,6.9,Good
2796,5.5,Fair
2797,4.4,Fair
2798,5.4,Fair
2799,7,Good
2800,5.4,Fair
2801,5.4,Fair
2802,8,Good
2803,7.6,Good
2804,5.9,Fair
2805,6.6,Good
2806,6.7,Good
2807,3.9,Bad
2808,5.7,Fair
2809,6.7,Good
2810,6.5,Good
2811,6.8,Good
2812,6.3,Good
2813,7.3,Good
2814,6.9,Good
2815,7,Good
2816,6.5,Good
2817,3.6,Bad
2818,7.7,Good
2819,7.7,Good
2820,5.9,Fair
2821,6.8,Good
2822,7.4,Good
2823,5.1,Fair
2824,9.1,Excellent
